File_name,Avg_red,Avg_green,Avg_blue,Time,Label
D:\Python LCC data\L1\32h09m56s36L1.jpg,73.64095238095238,92.54095238095238,85.36357142857143,095636,1
D:\Python LCC data\L1\33h09m56s46L1.jpg,73.2122619047619,92.12892857142857,85.01988095238096,095646,1
D:\Python LCC data\L1\34h09m56s56L1.jpg,73.71571428571428,93.2722619047619,86.17785714285715,095656,1
D:\Python LCC data\L1\35h09m57s06L1.jpg,72.56035714285714,92.42714285714285,84.96714285714286,095706,1
D:\Python LCC data\L1\36h09m57s16L1.jpg,71.79095238095238,90.21892857142858,83.71440476190476,095716,1
D:\Python LCC data\L1\37h09m57s26L1.jpg,72.32595238095239,90.60142857142857,84.1925,095726,1
D:\Python LCC data\L1\38h09m57s36L1.jpg,71.18428571428572,89.57452380952381,82.90464285714286,095736,1
D:\Python LCC data\L1\39h09m57s46L1.jpg,71.48928571428571,89.72261904761905,83.42511904761905,095746,1
D:\Python LCC data\L1\40h09m57s56L1.jpg,70.69535714285715,89.19630952380952,82.38952380952381,095756,1
D:\Python LCC data\L1\41h09m58s06L1.jpg,70.06428571428572,88.75095238095238,82.00309523809524,095806,1
D:\Python LCC data\L1\42h09m58s16L1.jpg,71.07607142857142,90.02309523809524,83.61845238095238,095816,1
D:\Python LCC data\L1\43h09m58s26L1.jpg,71.18107142857143,90.4895238095238,84.0327380952381,095826,1
D:\Python LCC data\L1\44h09m58s36L1.jpg,70.57857142857142,89.41190476190476,82.6472619047619,095836,1
D:\Python LCC data\L1\45h09m58s46L1.jpg,73.14428571428572,92.06916666666666,85.56559523809524,095846,1
D:\Python LCC data\L1\46h09m58s56L1.jpg,73.58464285714285,92.81892857142857,86.41916666666667,095856,1
D:\Python LCC data\L1\47h09m59s06L1.jpg,73.66345238095238,92.7927380952381,86.06440476190477,095906,1
D:\Python LCC data\L1\48h09m59s16L1.jpg,71.73285714285714,90.10321428571429,83.34404761904761,095916,1
D:\Python LCC data\L1\49h09m59s26L1.jpg,73.54452380952381,91.30357142857143,84.68166666666667,095926,1
D:\Python LCC data\L1\50h09m59s36L1.jpg,72.23833333333333,90.42630952380952,84.27202380952382,095936,1
D:\Python LCC data\L1\51h09m59s46L1.jpg,72.30357142857143,90.93011904761904,85.06666666666666,095946,1
D:\Python LCC data\L1\52h09m59s56L1.jpg,73.19511904761904,92.11797619047618,86.1295238095238,095956,1
D:\Python LCC data\L1\53h10m00s06L1.jpg,73.91059523809524,93.02083333333333,86.45071428571428,100006,1
D:\Python LCC data\L1\54h10m00s16L1.jpg,72.2747619047619,90.32523809523809,82.99452380952381,100016,1
D:\Python LCC data\L1\55h10m00s26L1.jpg,77.81595238095238,95.95583333333333,89.51642857142858,100026,1
D:\Python LCC data\L1\56h10m00s36L1.jpg,79.83130952380952,99.15488095238095,91.8647619047619,100036,1
D:\Python LCC data\L1\57h10m00s46L1.jpg,78.88785714285714,97.93380952380953,90.46857142857142,100046,1
D:\Python LCC data\L1\58h10m00s56L1.jpg,78.93857142857142,97.22869047619048,89.88869047619048,100056,1
D:\Python LCC data\L1\59h10m01s06L1.jpg,79.61619047619048,97.65440476190476,90.23035714285714,100106,1
D:\Python LCC data\L1\60h10m01s16L1.jpg,79.6327380952381,99.03833333333333,92.19464285714285,100116,1
D:\Python LCC data\L1\61h10m01s26L1.jpg,78.81547619047619,97.80916666666667,90.39678571428571,100126,1
D:\Python LCC data\L1\62h10m01s36L1.jpg,78.73035714285714,98.17619047619047,91.3202380952381,100136,1
D:\Python LCC data\L1\63h10m01s46L1.jpg,79.05654761904762,98.6197619047619,91.42226190476191,100146,1
D:\Python LCC data\L1\64h10m01s56L1.jpg,79.18976190476191,98.65095238095238,91.42607142857143,100156,1
D:\Python LCC data\L1\65h10m02s06L1.jpg,78.96488095238095,98.13559523809523,90.86904761904762,100206,1
D:\Python LCC data\L1\66h10m02s16L1.jpg,80.67928571428571,99.7225,92.87833333333333,100216,1
D:\Python LCC data\L1\67h10m02s26L1.jpg,78.78107142857142,97.44535714285715,89.76392857142856,100226,1
D:\Python LCC data\L1\68h10m02s36L1.jpg,78.97035714285714,99.0425,91.3879761904762,100236,1
D:\Python LCC data\L1\69h10m02s46L1.jpg,78.34571428571428,98.05833333333334,90.10333333333334,100246,1
D:\Python LCC data\L1\70h10m02s56L1.jpg,77.19357142857143,96.05428571428571,88.8554761904762,100256,1
D:\Python LCC data\L1\71h10m03s06L1.jpg,79.11404761904762,98.38392857142857,91.40583333333333,100306,1
D:\Python LCC data\L1\72h10m03s16L1.jpg,79.30857142857143,99.10952380952381,91.96857142857142,100316,1
D:\Python LCC data\L1\73h10m03s26L1.jpg,76.35857142857142,95.55607142857143,87.36714285714285,100326,1
D:\Python LCC data\L1\74h10m03s36L1.jpg,78.53440476190477,97.95654761904763,90.67488095238095,100336,1
D:\Python LCC data\L1\75h10m03s46L1.jpg,79.4172619047619,98.69559523809524,91.49035714285715,100346,1
D:\Python LCC data\L1\76h10m03s56L1.jpg,79.19642857142857,98.52130952380952,91.20178571428572,100356,1
D:\Python LCC data\L1\77h10m04s06L1.jpg,78.97428571428571,98.45285714285714,91.18047619047618,100406,1
D:\Python LCC data\L1\78h10m04s16L1.jpg,77.66178571428571,96.56845238095238,88.92261904761905,100416,1
D:\Python LCC data\L1\79h10m04s26L1.jpg,79.21142857142857,98.69452380952382,91.41071428571429,100426,1
D:\Python LCC data\L1\80h10m04s36L1.jpg,79.60928571428572,99.19130952380952,91.98380952380953,100436,1
D:\Python LCC data\L1\81h10m04s46L1.jpg,79.69214285714285,99.2825,92.21845238095239,100446,1
D:\Python LCC data\L1\82h10m04s56L1.jpg,78.62464285714286,98.17309523809524,90.89702380952382,100456,1
D:\Python LCC data\L1\83h10m05s06L1.jpg,77.93607142857142,97.13488095238095,89.5275,100506,1
D:\Python LCC data\L1\84h10m05s16L1.jpg,78.42738095238096,97.39857142857143,89.87261904761905,100516,1
D:\Python LCC data\L1\85h10m05s26L1.jpg,75.2427380952381,93.8522619047619,86.5929761904762,100526,1
D:\Python LCC data\L1\86h10m05s36L1.jpg,78.0929761904762,97.66571428571429,90.77821428571428,100536,1
D:\Python LCC data\L1\87h10m05s46L1.jpg,78.63440476190476,98.29404761904762,91.03654761904762,100546,1
D:\Python LCC data\L1\88h10m05s56L1.jpg,78.8522619047619,98.37333333333333,91.09285714285714,100556,1
D:\Python LCC data\L1\89h10m06s06L1.jpg,79.17178571428572,98.88047619047619,91.57178571428571,100606,1
D:\Python LCC data\L1\90h10m06s16L1.jpg,78.93702380952381,98.3352380952381,90.86559523809524,100616,1
D:\Python LCC data\L1\91h10m06s26L1.jpg,79.10928571428572,98.80928571428572,91.47619047619048,100626,1
D:\Python LCC data\L1\92h10m06s36L1.jpg,78.24738095238095,97.78940476190476,90.41154761904762,100636,1
D:\Python LCC data\L1\93h10m06s46L1.jpg,78.94190476190477,98.5352380952381,91.2929761904762,100646,1
D:\Python LCC data\L1\94h10m06s56L1.jpg,79.14857142857143,98.85095238095238,91.54345238095237,100656,1
D:\Python LCC data\L1\95h10m07s06L1.jpg,79.18773809523809,98.68809523809524,91.32714285714286,100706,1
D:\Python LCC data\L1\96h10m07s16L1.jpg,79.54035714285715,99.20142857142856,91.86369047619047,100716,1
D:\Python LCC data\L1\97h10m07s26L1.jpg,79.53964285714285,99.16011904761905,91.84583333333333,100726,1
D:\Python LCC data\L1\98h10m07s36L1.jpg,79.90130952380953,99.57119047619048,92.39369047619047,100736,1
D:\Python LCC data\L1\99h10m07s46L1.jpg,80.30107142857143,99.89166666666667,92.52214285714285,100746,1
D:\Python LCC data\L1\100h10m07s56L1.jpg,80.45964285714285,100.06083333333333,92.81202380952381,100756,1
D:\Python LCC data\L1\101h10m08s06L1.jpg,80.7472619047619,100.34666666666666,92.96785714285714,100806,1
D:\Python LCC data\L1\102h10m08s16L1.jpg,80.41047619047619,100.17178571428572,92.79773809523809,100816,1
D:\Python LCC data\L1\103h10m08s26L1.jpg,80.39511904761905,100.0547619047619,92.86309523809524,100826,1
D:\Python LCC data\L1\104h10m08s36L1.jpg,80.14190476190477,99.79333333333334,92.4829761904762,100836,1
D:\Python LCC data\L1\105h10m08s46L1.jpg,80.0727380952381,99.87059523809523,92.68,100846,1
D:\Python LCC data\L1\106h10m08s56L1.jpg,79.97297619047619,99.90357142857142,92.80047619047619,100856,1
D:\Python LCC data\L1\107h10m09s06L1.jpg,80.51083333333334,100.29690476190476,93.01845238095238,100906,1
D:\Python LCC data\L1\108h10m09s16L1.jpg,81.20535714285714,100.89023809523809,93.315,100916,1
D:\Python LCC data\L1\109h10m09s26L1.jpg,80.65666666666667,100.24952380952381,92.71142857142857,100926,1
D:\Python LCC data\L1\110h10m09s36L1.jpg,80.25416666666666,99.95059523809523,92.3077380952381,100936,1
D:\Python LCC data\L1\111h10m09s46L1.jpg,81.55083333333333,101.21321428571429,93.58130952380952,100946,1
D:\Python LCC data\L1\112h10m09s56L1.jpg,80.92107142857142,100.60559523809523,92.89226190476191,100956,1
D:\Python LCC data\L1\113h10m10s06L1.jpg,81.60571428571428,101.5104761904762,94.04845238095238,101006,1
D:\Python LCC data\L1\114h10m10s16L1.jpg,82.09333333333333,101.94535714285715,94.32380952380953,101016,1
D:\Python LCC data\L1\115h10m10s26L1.jpg,81.87892857142857,101.56654761904763,94.03369047619047,101026,1
D:\Python LCC data\L1\116h10m10s36L1.jpg,82.01261904761905,101.98940476190477,94.30369047619048,101036,1
D:\Python LCC data\L1\117h10m10s46L1.jpg,82.00130952380952,101.97761904761904,94.2797619047619,101046,1
D:\Python LCC data\L1\118h10m10s56L1.jpg,82.02738095238095,101.7695238095238,94.09547619047619,101056,1
D:\Python LCC data\L1\119h10m11s06L1.jpg,82.06904761904762,101.94285714285714,94.22369047619047,101106,1
D:\Python LCC data\L1\120h10m11s16L1.jpg,80.45666666666666,100.01321428571428,92.18595238095239,101116,1
D:\Python LCC data\L1\121h10m11s26L1.jpg,80.08595238095238,99.6525,91.99202380952381,101126,1
D:\Python LCC data\L1\122h10m11s36L1.jpg,80.62059523809523,100.02642857142857,92.0727380952381,101136,1
D:\Python LCC data\L1\123h10m11s46L1.jpg,81.59190476190476,101.38630952380953,93.64642857142857,101146,1
D:\Python LCC data\L1\124h10m11s56L1.jpg,82.3352380952381,102.12261904761905,94.4475,101156,1
D:\Python LCC data\L1\125h10m12s06L1.jpg,82.3647619047619,102.41833333333334,94.67297619047619,101206,1
D:\Python LCC data\L1\126h10m12s16L1.jpg,82.55392857142857,102.80261904761905,95.22035714285714,101216,1
D:\Python LCC data\L1\127h10m12s26L1.jpg,82.22571428571429,102.57916666666667,94.26630952380953,101226,1
D:\Python LCC data\L1\128h10m12s36L1.jpg,82.2,102.5422619047619,94.34869047619047,101236,1
D:\Python LCC data\L1\129h10m12s46L1.jpg,82.28678571428571,102.5877380952381,94.31964285714285,101246,1
D:\Python LCC data\L1\130h10m12s56L1.jpg,82.00809523809524,102.15892857142858,93.82285714285715,101256,1
D:\Python LCC data\L1\131h10m13s06L1.jpg,81.68452380952381,101.96702380952381,93.55166666666666,101306,1
D:\Python LCC data\L1\132h10m13s16L1.jpg,82.05559523809524,102.56119047619048,94.3675,101316,1
D:\Python LCC data\L1\133h10m13s26L1.jpg,82.12392857142858,102.57833333333333,94.29785714285714,101326,1
D:\Python LCC data\L1\134h10m13s36L1.jpg,81.90940476190477,102.4047619047619,94.15309523809523,101336,1
D:\Python LCC data\L1\135h10m13s46L1.jpg,81.95583333333333,101.42011904761905,93.69107142857143,101346,1
D:\Python LCC data\L1\136h10m13s56L1.jpg,82.13261904761904,101.85761904761905,93.83535714285715,101356,1
D:\Python LCC data\L1\137h10m14s06L1.jpg,82.41714285714286,102.34440476190476,94.27821428571428,101406,1
D:\Python LCC data\L1\138h10m14s16L1.jpg,81.20892857142857,100.7825,92.65904761904761,101416,1
D:\Python LCC data\L1\139h10m14s26L1.jpg,81.64809523809524,101.32880952380953,93.31714285714285,101426,1
D:\Python LCC data\L1\140h10m14s36L1.jpg,82.59666666666666,102.6270238095238,94.7452380952381,101436,1
D:\Python LCC data\L1\141h10m14s46L1.jpg,81.8522619047619,101.80988095238095,93.80619047619048,101446,1
D:\Python LCC data\L1\142h10m14s56L1.jpg,82.8825,103.15154761904762,95.29380952380953,101456,1
D:\Python LCC data\L1\143h10m15s06L1.jpg,82.2877380952381,102.41142857142857,94.67333333333333,101506,1
D:\Python LCC data\L1\144h10m15s16L1.jpg,83.03130952380953,103.2702380952381,95.48380952380953,101516,1
D:\Python LCC data\L1\145h10m15s26L1.jpg,83.14119047619047,103.43523809523809,95.55297619047619,101526,1
D:\Python LCC data\L1\146h10m15s36L1.jpg,83.35761904761905,103.75464285714285,95.78011904761905,101536,1
D:\Python LCC data\L1\147h10m15s46L1.jpg,82.29857142857144,102.50559523809524,94.54321428571428,101546,1
D:\Python LCC data\L1\148h10m15s56L1.jpg,82.42630952380952,102.60083333333333,94.75988095238095,101556,1
D:\Python LCC data\L1\149h10m16s06L1.jpg,82.86952380952381,103.09583333333333,95.27464285714285,101606,1
D:\Python LCC data\L1\150h10m16s16L1.jpg,82.99535714285715,103.36714285714285,95.69321428571429,101616,1
D:\Python LCC data\L1\151h10m16s26L1.jpg,83.00369047619047,103.21011904761905,95.34928571428571,101626,1
D:\Python LCC data\L1\152h10m16s36L1.jpg,83.0102380952381,103.40928571428572,95.47464285714285,101636,1
D:\Python LCC data\L1\153h10m16s46L1.jpg,83.48202380952381,103.78023809523809,95.87666666666667,101646,1
D:\Python LCC data\L1\154h10m16s56L1.jpg,83.38559523809523,103.74714285714286,95.94583333333334,101656,1
D:\Python LCC data\L1\155h10m17s06L1.jpg,83.81785714285714,104.2072619047619,96.30690476190476,101706,1
D:\Python LCC data\L1\156h10m17s16L1.jpg,84.085,104.40607142857142,96.54714285714286,101716,1
D:\Python LCC data\L1\157h10m17s26L1.jpg,84.13857142857142,104.74916666666667,96.93071428571429,101726,1
D:\Python LCC data\L1\158h10m17s36L1.jpg,84.45666666666666,104.96,97.11535714285715,101736,1
D:\Python LCC data\L1\159h10m17s46L1.jpg,84.87571428571428,105.36083333333333,97.26845238095238,101746,1
D:\Python LCC data\L1\160h10m17s56L1.jpg,84.93976190476191,105.54726190476191,97.3254761904762,101756,1
D:\Python LCC data\L1\161h10m18s06L1.jpg,84.8397619047619,105.47392857142857,97.27452380952381,101806,1
D:\Python LCC data\L1\162h10m18s16L1.jpg,85.08511904761905,105.47392857142857,97.24142857142857,101816,1
D:\Python LCC data\L1\163h10m18s26L1.jpg,85.34892857142857,105.85345238095238,97.30964285714286,101826,1
D:\Python LCC data\L1\164h10m18s36L1.jpg,85.23714285714286,105.6375,97.11,101836,1
D:\Python LCC data\L1\165h10m18s46L1.jpg,85.62404761904762,106.00607142857143,97.86559523809524,101846,1
D:\Python LCC data\L1\166h10m18s56L1.jpg,83.85297619047618,104.44404761904762,95.90273809523809,101856,1
D:\Python LCC data\L1\167h10m19s06L1.jpg,84.46238095238095,104.98416666666667,96.32452380952381,101906,1
D:\Python LCC data\L1\168h10m19s16L1.jpg,84.50011904761905,104.97440476190476,96.27940476190476,101916,1
D:\Python LCC data\L1\169h10m19s26L1.jpg,84.74714285714286,105.23964285714285,96.66785714285714,101926,1
D:\Python LCC data\L1\170h10m19s36L1.jpg,85.08345238095238,105.78964285714285,97.12821428571428,101936,1
D:\Python LCC data\L1\171h10m19s46L1.jpg,85.225,105.8425,97.28440476190477,101946,1
D:\Python LCC data\L1\172h10m19s56L1.jpg,85.55928571428572,106.05238095238096,97.42595238095238,101956,1
D:\Python LCC data\L1\173h10m20s06L1.jpg,85.09190476190476,105.92761904761905,97.50297619047619,102006,1
D:\Python LCC data\L1\174h10m20s16L1.jpg,85.10595238095237,105.93726190476191,97.34821428571429,102016,1
D:\Python LCC data\L1\175h10m20s26L1.jpg,84.94404761904762,105.54083333333334,96.8704761904762,102026,1
D:\Python LCC data\L1\176h10m20s36L1.jpg,84.91869047619048,105.67142857142858,97.11654761904762,102036,1
D:\Python LCC data\L1\177h10m20s46L1.jpg,85.14095238095238,106.0104761904762,97.34916666666666,102046,1
D:\Python LCC data\L1\178h10m20s56L1.jpg,85.42488095238095,106.2875,97.81952380952382,102056,1
D:\Python LCC data\L1\179h10m21s06L1.jpg,85.27511904761904,105.96297619047618,97.42357142857144,102106,1
D:\Python LCC data\L1\180h10m21s16L1.jpg,85.62202380952381,106.5195238095238,97.9552380952381,102116,1
D:\Python LCC data\L1\181h10m21s26L1.jpg,85.75166666666667,106.65583333333333,98.02511904761904,102126,1
D:\Python LCC data\L1\182h10m21s36L1.jpg,85.70857142857143,106.80214285714285,98.36345238095238,102136,1
D:\Python LCC data\L1\183h10m21s46L1.jpg,85.89226190476191,106.8302380952381,98.20964285714285,102146,1
D:\Python LCC data\L1\184h10m21s56L1.jpg,85.98869047619047,106.85511904761904,98.1177380952381,102156,1
D:\Python LCC data\L1\185h10m22s06L1.jpg,86.03488095238096,106.91892857142857,98.20785714285714,102206,1
D:\Python LCC data\L1\186h10m22s16L1.jpg,86.19428571428571,107.1075,98.27107142857143,102216,1
D:\Python LCC data\L1\187h10m22s26L1.jpg,85.96940476190476,106.92178571428572,98.25619047619048,102226,1
D:\Python LCC data\L1\188h10m22s36L1.jpg,85.83071428571428,107.02380952380952,98.2925,102236,1
D:\Python LCC data\L1\189h10m22s46L1.jpg,85.78154761904761,106.81595238095238,98.17214285714286,102246,1
D:\Python LCC data\L1\190h10m22s56L1.jpg,86.06345238095238,107.0625,98.3627380952381,102256,1
D:\Python LCC data\L1\191h10m23s06L1.jpg,86.15214285714286,107.14083333333333,98.42666666666666,102306,1
D:\Python LCC data\L1\192h10m23s16L1.jpg,86.47095238095238,107.20130952380953,98.46404761904762,102316,1
D:\Python LCC data\L1\193h10m23s26L1.jpg,86.76666666666667,107.92154761904762,99.26821428571428,102326,1
D:\Python LCC data\L1\194h10m23s36L1.jpg,86.55214285714285,107.34833333333333,98.45309523809524,102336,1
D:\Python LCC data\L1\195h10m23s46L1.jpg,83.87666666666667,103.94,94.94642857142857,102346,1
D:\Python LCC data\L1\196h10m23s56L1.jpg,85.96404761904762,106.6202380952381,97.93142857142857,102356,1
D:\Python LCC data\L1\197h10m24s06L1.jpg,85.40047619047618,106.07309523809523,97.2929761904762,102406,1
D:\Python LCC data\L1\198h10m24s16L1.jpg,85.5922619047619,106.32416666666667,97.69511904761904,102416,1
D:\Python LCC data\L1\199h10m24s26L1.jpg,85.46071428571429,106.42535714285714,97.89833333333333,102426,1
D:\Python LCC data\L1\200h10m24s36L1.jpg,85.83321428571429,106.75595238095238,98.11738095238096,102436,1
D:\Python LCC data\L1\201h10m24s46L1.jpg,85.945,106.65857142857143,98.05595238095238,102446,1
D:\Python LCC data\L1\202h10m24s56L1.jpg,84.84166666666667,105.05416666666666,96.15047619047618,102456,1
D:\Python LCC data\L1\203h10m25s06L1.jpg,84.15821428571428,104.51476190476191,95.68904761904761,102506,1
D:\Python LCC data\L1\204h10m25s16L1.jpg,83.81357142857142,104.01345238095239,95.44880952380953,102516,1
D:\Python LCC data\L1\205h10m25s26L1.jpg,86.18166666666667,107.13357142857143,98.30011904761905,102526,1
D:\Python LCC data\L1\206h10m25s36L1.jpg,86.59595238095238,107.46738095238095,98.72809523809524,102536,1
D:\Python LCC data\L1\207h10m25s46L1.jpg,86.54154761904762,107.58238095238096,98.87142857142857,102546,1
D:\Python LCC data\L1\208h10m25s56L1.jpg,86.87714285714286,107.91619047619048,99.16345238095238,102556,1
D:\Python LCC data\L1\209h10m26s06L1.jpg,86.5820238095238,107.48904761904762,98.80071428571429,102606,1
D:\Python LCC data\L1\210h10m26s16L1.jpg,86.37619047619047,107.21976190476191,98.44869047619048,102616,1
D:\Python LCC data\L1\211h10m26s26L1.jpg,86.33833333333334,107.25035714285714,98.45690476190477,102626,1
D:\Python LCC data\L1\212h10m26s36L1.jpg,86.17761904761905,107.27190476190476,98.64190476190477,102636,1
D:\Python LCC data\L1\213h10m26s46L1.jpg,86.63642857142857,107.70107142857142,99.04357142857143,102646,1
D:\Python LCC data\L1\214h10m26s56L1.jpg,87.0645238095238,107.87726190476191,99.20285714285714,102656,1
D:\Python LCC data\L1\215h10m27s06L1.jpg,87.28988095238095,108.08869047619048,99.045,102706,1
D:\Python LCC data\L1\216h10m27s16L1.jpg,87.65892857142858,108.77547619047618,99.83071428571428,102716,1
D:\Python LCC data\L1\217h10m27s26L1.jpg,87.47154761904761,108.75154761904761,99.87880952380952,102726,1
D:\Python LCC data\L1\218h10m27s36L1.jpg,87.19761904761904,108.26309523809523,99.4122619047619,102736,1
D:\Python LCC data\L1\219h10m27s46L1.jpg,86.94357142857143,108.13869047619048,99.33857142857143,102746,1
D:\Python LCC data\L1\220h10m27s56L1.jpg,86.78285714285714,107.83214285714286,98.96404761904762,102756,1
D:\Python LCC data\L1\221h10m28s06L1.jpg,86.72619047619048,107.7779761904762,99.0522619047619,102806,1
D:\Python LCC data\L1\222h10m28s16L1.jpg,86.95797619047619,108.18,99.34404761904761,102816,1
D:\Python LCC data\L1\223h10m28s26L1.jpg,87.01785714285714,108.32357142857143,99.475,102826,1
D:\Python LCC data\L1\224h10m28s36L1.jpg,87.3197619047619,108.27511904761904,99.40666666666667,102836,1
D:\Python LCC data\L1\225h10m28s46L1.jpg,88.02547619047618,109.20464285714286,100.30666666666667,102846,1
D:\Python LCC data\L1\226h10m28s56L1.jpg,87.34797619047619,108.54440476190476,99.66297619047619,102856,1
D:\Python LCC data\L1\227h10m29s06L1.jpg,87.20607142857143,108.2375,99.57773809523809,102906,1
D:\Python LCC data\L1\228h10m29s16L1.jpg,86.8,107.81916666666666,99.00404761904763,102916,1
D:\Python LCC data\L1\229h10m29s26L1.jpg,87.05988095238095,108.19547619047619,99.4029761904762,102926,1
D:\Python LCC data\L1\230h10m29s36L1.jpg,87.52654761904762,108.6975,99.76071428571429,102936,1
D:\Python LCC data\L1\231h10m29s46L1.jpg,87.445,108.65571428571428,99.76940476190477,102946,1
D:\Python LCC data\L1\232h10m29s56L1.jpg,87.50488095238096,108.61928571428571,99.76845238095238,102956,1
D:\Python LCC data\L1\233h10m30s06L1.jpg,87.81214285714286,108.80380952380952,99.99714285714286,103006,1
D:\Python LCC data\L1\234h10m30s16L1.jpg,89.18857142857142,110.39619047619047,101.59,103016,1
D:\Python LCC data\L1\235h10m30s26L1.jpg,88.01559523809524,109.23619047619047,100.56166666666667,103026,1
D:\Python LCC data\L1\236h10m30s36L1.jpg,88.12107142857143,109.5122619047619,100.58964285714286,103036,1
D:\Python LCC data\L1\237h10m30s46L1.jpg,88.32738095238095,109.53964285714285,100.71940476190476,103046,1
D:\Python LCC data\L1\238h10m30s56L1.jpg,87.96880952380953,109.27785714285714,100.62571428571428,103056,1
D:\Python LCC data\L1\239h10m31s06L1.jpg,87.85214285714285,109.24190476190476,100.38857142857142,103106,1
D:\Python LCC data\L1\240h10m31s16L1.jpg,88.14238095238095,109.46559523809523,100.69595238095238,103116,1
D:\Python LCC data\L1\241h10m31s26L1.jpg,88.33488095238096,109.6745238095238,100.8927380952381,103126,1
D:\Python LCC data\L1\242h10m31s36L1.jpg,88.43071428571429,109.8547619047619,101.0125,103136,1
D:\Python LCC data\L1\243h10m31s46L1.jpg,88.90214285714286,110.35333333333334,101.475,103146,1
D:\Python LCC data\L1\244h10m31s56L1.jpg,88.65797619047619,110.22321428571429,101.50071428571428,103156,1
D:\Python LCC data\L1\245h10m32s06L1.jpg,88.78833333333333,110.1952380952381,101.31202380952381,103206,1
D:\Python LCC data\L1\246h10m32s16L1.jpg,80.53440476190477,101.10976190476191,92.91845238095237,103216,1
D:\Python LCC data\L1\247h10m32s26L1.jpg,80.26261904761905,100.85154761904762,92.56142857142858,103226,1
D:\Python LCC data\L1\248h10m32s36L1.jpg,80.44571428571429,101.03416666666666,92.8222619047619,103236,1
D:\Python LCC data\L1\249h10m32s46L1.jpg,80.09869047619047,100.46214285714285,92.46488095238095,103246,1
D:\Python LCC data\L1\250h10m32s56L1.jpg,80.21035714285715,100.45869047619047,92.38,103256,1
D:\Python LCC data\L1\251h10m33s06L1.jpg,78.7475,98.95392857142858,90.83011904761905,103306,1
